ID,original_ID,tweet,sarcastic,rephrase
17167,sign_10118, oh yah drugs are so cool keep bragging about doing them on social media,1, drugs are for losers
4034,sign_4068, the best time to have an existential crisis is when youre entire body feels like shit,1, the worst time to have an existential crisis is when youre entire body feels like shit
15285,train_1544,I feel like I have Twitter friends with opinions on this - what are the must do/eat/see/drink spots in Des Moines? Please share.,0,
11655,test_a_1237,JOBWATCH…THURSDAY 9/12/21… 49000 plus . Don’t panic yet !,0,
14399,train_3181,"If you have to announce that you treat women right, I am inclined to believe the exact opposite.",0,
13659,sign_14669, 135 hours of work tonight yay,1, 135 hours of work tonight hate it
9472,sign_10270, noway changing the rules right before the convention wouldn't expose their rigged system never,1, changing the rules before the convention would show that the system is rigged
19763,train_1213,Sleep is numero uno,0,
12689,sign_10374, no one does it better than me,1, everyone can do it better than me
18976,train_1224,HOW DO THEY GET THEIR HORSES TO JAPAN,0,
18302,sign_12624, i can't wait to play as a hipster in watch dogs 2,1, i really dont want to play as a hipster in watch dogs 2
3961,sign_12470, i hate political commercials oh sure let's mudsling one another it sounds like such a mature thing to do,1, political mudslinging is not mature
13084,sign_5503, the best thing about recovering from a serious illness is now all the societal pressures are getting heaped back on me,1, the worst thing about recovering from a serious illness is now all the societal pressures are getting heaped back on me
11009,test_a_790,Day 4 of the Ashes let’s gooooo,0,
8217,sign_13883, can't wait to see everyone trying to rip off people over muhammad ali signed stuff please honour his legacy w respect,1, people will do anything to make a buck even disrespecting muhammad ali's legacy
1277,sign_1872, welp pat yourselves on the back america specifically those of you who voted in gop primaries you deserve it,1, you are responsible for electing such a bad candidate
806,sign_12229, i love how my friends keep telling me that my office crush works where i work like i really love it,1, i hate my office colleagues repeating that me and my crush share the same office its annoying
8056,sign_10326, nothing is more terrifying than pronouns in the workplace,1, pc culture is making working hard
15882,sign_10166, oh i love waking up at 6 am cuz of a nightmare about my psycho ex good times,1, i am not enjoying these nightmares about the ex at all
13984,sign_4503, once was a sign of intelligence now the dumb and lazy just regurgitate memes,1, sarcasm is not valued
10020,sign_4662, and i just love cardio,1, i hate cardio
11484,test_a_142,Norwich totally deserved to win that game against United. I wouldn’t be happy with that performance if I was a United fan 🟢🟡,0,
19603,sign_83, nothing beats watering 8000 sqft of new sod can't think of anything i'd rather be doing on a saturday night,1, i don t have a choice but to water 8000 sqft of new sod on a saturday night
593,sign_4452, way to go anibal nice start,1, horrible start anibal
18839,sign_13723, corrupt media establishment can't even coordinate on when to steal the democratic nomination,1, everyone knows the government is corrupt but no one will do anything about it
16600,sign_1509, so much fun taking the underground with manchester city and real madrid fans,1, i am not enjoying taking the underground with manchester city and real madrid fans
1008,sign_7609, yes my friends let us band together to be furious about the homophobia of the spn and 1 oo noms no seriously let s,1, yes my friends let us band together to be furious about the homophobia of the spn and 1 oo noms no seriously let s
16082,sign_2844, i have 15 snap streaks going rn i'm such a badass,1, i have 15 snap streaks going rn clearly i am not good at this
8837,sign_877, i'm really good at doing assignments at the last minute,1, i'm really bad at doing assignments at the last minute
887,sign_11408, it makes me feel so good read sick when ppl compare transgendered ppl to sex offenders and pedophiles they totally get it,1, it makes me feel so sick when ppl compare transgendered ppl to sex offenders and pedophiles they totally get it
11630,train_3272,"Thank you all for your support yesterday &amp; to everyone who sponsored us, we raised over £1000. Brighton is a great place to do a marathon too, so much support on the course and I was swimming in the sea in my running kit within half an hour of finishing.",0,
13341,test_a_620,Seems like a good time as any to try out this The Matrix thingy,0,
18371,sign_11698, i'm so good at practicing what i preach,1, i am a hypocrite
12132,sign_2179, it's soo great to take a trip everytime my man leaves his damn shoes out fucking camouflage shoes every fucking time man,1, i hate it when i have to take a trip every time my man leaves his damn shoes out fucking camouflage shoes every fucking time man
12894,sign_5810, two things going right in my life,1, two things going wrong in my life
6555,sign_10417, nice day to work outside,1, worst day to work outside
9850,test_a_622,Beautiful Jordan Davies 👏👏 get in! ❤️,0,
12308,train_3003,i wnat hug :(,0,
5599,sign_160, jorge navarro is quite the trainer isn't he ? his horses can flat out run,1, jorge navarro is quite the trainer isn't he ? his horses cant make moves
3016,train_2193,"When youuurrrrrr Ubereats driver is legit two minutes away from your house, and then cancels your order, saying you didn’t answer the door. 🕵🏻‍♀️ 🧐🧐🧐 I know you ate my food Randy, I hope it gave you diarrhea 😤",0,
7654,sign_214, officially in utah yay,1, i am not excited to be in utah
12311,sign_13601, didn't watch the bachelor but i'm so glad everyone tweeted about it so i know what's going on,1, i don't care what's going on on the bachelor
7145,sign_437, this day could not get any better,1, i had a horrible day
5263,sign_14209, b c im young its so many other girls guys out here why keep some 1 around who u actually had aconnection with ? that makes sense,1, b c im young its so many other girls guys out here why keep some 1 around who u actually had aconnection with ? that makes sense
19040,sign_9175, thank you for letting me know that sometime in the next 24 hours means between today and tomorrow i was a bit unsure there,1, i know what 24 hours means
6984,sign_4360, so happy to be going to a 3 rd birthday party smack dab in the middle of today,1, so sad to be going to a 3 rd birthday party smack dab in the middle of today
7068,sign_7060, at least australia is getting some good pub tonight warwick for cy young,1, at least australia is getting some good pub tonight warwick for cy young
8165,sign_1544, the computer center has amazing customer service,1, the computer center has very bad customer service
18382,train_3299,"After 22 hours of travelling, it’s so nice to be home🥰",0,
